Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c
006f4000002NAVLAA4,,001f4000003NkcoAAC,,Training 30 hours,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Prospecting,18098,10,1809.8000000000002,,2018-08-17,New Customer,Closed Won.  Paperwork attached.,MM-2412,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2019-02-13T04:52:50.000+0000,005f4000000VrDDAA0,2019-02-13T04:52:50.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVMAA4,,001f4000003NkdwAAC,,Training 40 hours,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,24405,100,24405,,2018-10-02,New Customer,Closed Won.  Paperwork attached.,MM-2413,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVNAA4,,001f4000003NkduAAC,,Pilot 100 users,Current dashboard solution is very costly and not very user friendly,Closed Lost,17778,0,0,,2018-12-19,New Customer,Closed Won.  Paperwork attached.,MM-2414,1,,Omitted,Omitted,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2019-03-15T05:15:16.000+0000,005f4000000VrDDAA0,2019-03-15T05:15:16.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVOAA4,,001f4000003NkdtAAC,,Add'l 500 seats,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,11698,100,11698,,2018-10-07,New Customer,Closed Won.  Paperwork attached.,MM-2415,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVPAA4,,001f4000003NkcpAAC,,Installation Proposal,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,15268,100,15268,,2018-11-02,New Customer,Closed Won.  Paperwork attached.,MM-2416,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVQAA4,,001f4000003Nkd5AAC,,Migration Proposal,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,14434,100,14434,,2018-07-28,New Customer,Closed Won.  Paperwork attached.,MM-2417,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVRAA4,,001f4000003Nkd7AAC,,System Assessment,Low user adoption because of lack of personalized dashboards,Closed Won,23325,100,23325,,2018-12-07,New Customer,Closed Won.  Paperwork attached.,MM-2418,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVSAA4,,001f4000003NkdxAAC,,300 Add'l Users,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,23805,100,23805,,2018-10-24,New Customer,Closed Won.  Paperwork attached.,MM-2419,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVTAA4,,001f4000003NkdyAAC,,mm 300 seats,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,15163,100,15163,,2018-09-20,New Customer,Closed Won.  Paperwork attached.,MM-2420,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVUAA4,,001f4000003NkdpAAC,,350 seats,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,24981,100,24981,,2018-10-20,New Customer,Closed Won.  Paperwork attached.,MM-2421,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:09.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:09.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVVAA4,,001f4000003NkdcAAC,,System Assessment,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,10811,100,10811,,2018-07-09,New Customer,Closed Won.  Paperwork attached.,MM-2422,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVWAA4,,001f4000003Nkd4AAC,,Dashboard + BI Tool,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,20083,100,20083,,2018-07-28,New Customer,Closed Won.  Paperwork attached.,MM-2423,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVXAA4,,001f4000003NkdkAAC,,Add on Storage,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,18836,100,18836,,2018-09-25,New Customer,Closed Won.  Paperwork attached.,MM-2424,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVYAA4,,001f4000003NkdlAAC,,500 seats mm,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,15380,100,15380,,2018-06-18,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2425,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAVZAA4,,001f4000003NkdrAAC,,dashboard assessment,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,12143,100,12143,,2018-01-26,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2426,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAYUAA4,,001f4000003NkdpAAC,,Migration Proposal,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,24828,100,24828,,2018-11-17,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1867,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYVAA4,,001f4000003NkdkAAC,,System Assessment,Current dashboard solution is very costly and not very user friendly,Closed Won,21880,100,21880,,2018-09-19,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1868,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAYWAA4,,001f4000003NkdlAAC,,300 Add'l Users,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,18665,100,18665,,2018-01-13,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1869,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAYXAA4,,001f4000003NkdrAAC,,mm 300 seats,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,22433,100,22433,,2018-01-20,Existing Customer - Downgrade,Closed Won.  Paperwork attached.,MM-1870,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAYYAA4,,001f4000003NkdPAAS,,350 seats,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,11943,100,11943,,2018-11-14,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1871,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYZAA4,,001f4000003NkdDAAS,,System Assessment,Low user adoption because of lack of personalized dashboards,Closed Won,18648,100,18648,,2018-06-15,New Customer,Closed Won.  Paperwork attached.,MM-1872,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAYaAAO,,001f4000003NkdYAAS,,Dashboard + BI Tool,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,15601,100,15601,,2018-09-23,New Customer,Closed Won.  Paperwork attached.,MM-1873,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAYbAAO,,001f4000003NkdgAAC,,Add on Storage,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,10626,100,10626,,2018-05-21,New Customer,Closed Won.  Paperwork attached.,MM-1874,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAYcAAO,,001f4000003NkdnAAC,,500 seats mm,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,17448,100,17448,,2018-04-12,New Customer,Closed Won.  Paperwork attached.,MM-1875,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAYdAAO,,001f4000003NkdLAAS,,dashboard assessment,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,12229,100,12229,,2018-10-23,New Customer,Closed Won.  Paperwork attached.,MM-1876,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYeAAO,,001f4000003NkdEAAS,,Migration to mm,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,11425,100,11425,,2018-11-12,New Customer,Closed Won.  Paperwork attached.,MM-1877,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYfAAO,,001f4000003NkdeAAC,,Consulting Stage 1,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,11727,100,11727,,2018-03-12,New Customer,Closed Won.  Paperwork attached.,MM-1878,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAYgAAO,,001f4000003NkdDAAS,,Consulting Stage 2,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,24580,100,24580,,2018-11-01,New Customer,Closed Won.  Paperwork attached.,MM-1879,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYhAAO,,001f4000003NkcmAAC,,Pilot 50 users,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,15971,100,15971,,2018-12-07,New Customer,Closed Won.  Paperwork attached.,MM-1880,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYiAAO,,001f4000003NkclAAC,,Proof of Concept,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,14200,100,14200,,2018-05-16,New Customer,Closed Won.  Paperwork attached.,MM-1881,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAYjAAO,,001f4000003NkcvAAC,,Pilot 25 users,Current dashboard solution is very costly and not very user friendly,Closed Won,17419,100,17419,,2018-09-26,New Customer,Closed Won.  Paperwork attached.,MM-1882,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAYkAAO,,001f4000003NkdjAAC,,Training 30 hours,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,10556,100,10556,,2018-05-24,New Customer,Closed Won.  Paperwork attached.,MM-1887,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAebAAG,,001f4000003NkcsAAC,,Training 30 hours,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Value Proposition,39000,50,19500,,2018-10-12,New Business,Determine interest rate on new deal,MM-1156,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:35.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,,4,2018,2018 4,,,1,1,,,,,
006f4000002NAecAAG,,001f4000003NkciAAC,,500 seats mm,Low user adoption because of lack of personalized dashboards,Negotiation/Review,15000,90,13500,,2018-05-20,New Business,Follow up on white paper sent last week,MM-1157,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:35.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,,2,2018,2018 2,,,1,1,,,,,
006f4000002NAeiAAG,,001f4000003NkciAAC,,Consulting Stage 2,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Needs Analysis,17000,20,3400,,2018-01-07,Installation Services,Determine interest rate on new deal,MM-1163,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:35.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,,1,2018,2018 1,,,1,1,,,,,
006f4000002NAejAAG,,001f4000003NkciAAC,,mm 400 users,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Proposal/Price Quote,12000,75,9000,,2018-07-05,Installation Services,Call AMEX to determine financing,MM-1164,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:35.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,,3,2018,2018 3,,,1,1,,,,,
006f4000002NAVaAAO,,001f4000003NkdbAAC,,Migration to mm,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,15916,100,15916,,2018-08-26,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2427,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVbAAO,,001f4000003NkdPAAS,,Consulting Stage 1,Current dashboard solution is very costly and not very user friendly,Closed Won,18386,100,18386,,2018-02-13,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2428,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAVcAAO,,001f4000003NkckAAC,,Consulting Stage 2,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,20743,100,20743,,2018-10-27,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2429,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVdAAO,,001f4000003NkdjAAC,,Pilot 50 users,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,19503,100,19503,,2018-06-05,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-2430,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAVeAAO,,001f4000003NkdTAAS,,Proof of Concept,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,12166,100,12166,,2018-05-15,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-2431,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAVfAAO,,001f4000003NkdUAAS,,Pilot 25 users,Low user adoption because of lack of personalized dashboards,Closed Won,12895,100,12895,,2018-09-08,Existing Customer - Downgrade,Closed Won.  Paperwork attached.,MM-2432,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,005f4000000VrDDAA0,2018-11-05T10:13:34.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVgAAO,,001f4000003NkdDAAS,,mm 400 users,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,18075,100,18075,,2018-06-16,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2433,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAVhAAO,,001f4000003NkdIAAS,,Pilot 100 users,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,17295,100,17295,,2018-06-24,New Customer,Closed Won.  Paperwork attached.,MM-2434,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAViAAO,,001f4000003NkdDAAS,,Training 10 hours,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,19758,100,19758,,2018-11-25,New Customer,Closed Won.  Paperwork attached.,MM-2435,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVjAAO,,001f4000003NkdJAAS,,Training 20 hours,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,21764,100,21764,,2018-11-16,New Customer,Closed Won.  Paperwork attached.,MM-2436,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVkAAO,,001f4000003NkdfAAC,,Training 30 hours,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,19132,100,19132,,2018-11-25,New Customer,Closed Won.  Paperwork attached.,MM-2437,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVlAAO,,001f4000003NkcmAAC,,Training 40 hours,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,19093,100,19093,,2018-02-05,New Customer,Closed Won.  Paperwork attached.,MM-2438,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAVmAAO,,001f4000003NkclAAC,,Pilot 100 users,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,15668,100,15668,,2018-11-24,New Customer,Closed Won.  Paperwork attached.,MM-2439,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVnAAO,,001f4000003NkcvAAC,,Add'l 500 seats,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,24573,100,24573,,2018-08-11,New Customer,Closed Won.  Paperwork attached.,MM-2440,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVoAAO,,001f4000003NkdQAAS,,Installation Proposal,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,19071,100,19071,,2018-07-26,New Customer,Closed Won.  Paperwork attached.,MM-2441,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAVpAAO,,001f4000003Nkd3AAC,,Migration Proposal,Current dashboard solution is very costly and not very user friendly,Closed Won,17304,100,17304,,2018-11-25,New Customer,Closed Won.  Paperwork attached.,MM-2442,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAVqAAO,,001f4000003NkdWAAS,,System Assessment,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,24536,100,24536,,2018-10-23,New Customer,Closed Won.  Paperwork attached.,MM-2443,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAYlAAO,,001f4000003NkcqAAC,,Training 40 hours,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,14959,100,14959,,2018-11-12,New Customer,Closed Won.  Paperwork attached.,MM-1888,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
